phase,tag,stdlib,arch,execution,layer,scope,method,diagnostic_only,precision,kappa,shape_a,seed,n_attempted,cat_finite,cat_denominator_zero,cat_quotient_first_loss,cat_legacy_form_loss,cat_log_primitive_failure,cat_honest_overflow,cat_cap_reject,cat_cap_exhausted,cat_finite_but_wrong,cat_overflow_returned_finite,n_finite,n_avoidable,n_honest,nonfinite_output,candidate_avoidable_count,accounting_ok,accounting_residual,ref_nonrepresentable,honest_minus_ref,rotation_recoverable,near_limit,x2_zero,x2_subnormal,n_rel_err,mean_rel_err_radius,max_rel_err_radius,max_rel_error_threshold,max_log_r_ref,max_finite_log_component,honest_floor_rate,honest_floor_log10,observed_over_floor,audit_margin_log_units,audit_margin_assertions,audit_margin_assertion_failures,audit_min_unambiguous_margin,audited,seed_homogeneity_chi2,seed_homogeneity_p,cross_phase_native_agrees,protocol_sha256,failure_count,failure_n,failure_rate,failure_ci_lo,failure_ci_hi,failure_interval_kind,failure_is_upper_bound,avoidable_count,avoidable_n,avoidable_rate,avoidable_ci_lo,avoidable_ci_hi,avoidable_interval_kind,avoidable_is_upper_bound,honest_count,honest_n,honest_rate,honest_ci_lo,honest_ci_hi,honest_interval_kind,honest_is_upper_bound,boot_estimate,boot_lo,boot_hi,boot_conf,boot_resamples,boot_rng_seed,boot_kind,boot_n_seeds,boot_n_per_seed,boot_resolved,audit_within_margin_of_a_type_limit_total,audit_within_margin_of_a_type_limit_audited,audit_within_margin_of_a_type_limit_rate,audit_method_disagreement_total,audit_method_disagreement_audited,audit_method_disagreement_rate,audit_finite_but_wrong_candidate_total,audit_finite_but_wrong_candidate_audited,audit_finite_but_wrong_candidate_rate,audit_avoidable_loss_candidate_total,audit_avoidable_loss_candidate_audited,audit_avoidable_loss_candidate_rate,audit_subnormal_or_zero_denominator_representable_target_total,audit_subnormal_or_zero_denominator_representable_target_audited,audit_subnormal_or_zero_denominator_representable_target_rate,audit_unambiguous_failure_beyond_margin_total,audit_unambiguous_failure_beyond_margin_audited,audit_unambiguous_failure_beyond_margin_rate,audit_uniform_sample_total,audit_uniform_sample_audited,audit_uniform_sample_rate
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.505,0.0050000000000000044,7001,1000000,999167,0,0,0,0,833,0,0,0,0,999167,0,833,833,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,710.42750302817,0.0008250174829405983,-3.0835368482207657,1.0096755732144604,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,833,1000000,0.000833,0.0007774062914080276,0.0008915169303418242,two_sided_clopper_pearson_0.95,false,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,833,1000000,0.000833,0.0007774062914080276,0.0008915169303418242,two_sided_clopper_pearson_0.95,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.505,0.0050000000000000044,7002,1000000,999174,0,0,0,0,826,0,0,0,0,999174,0,826,826,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,710.1548529472838,0.0008250174829405983,-3.0835368482207657,1.0011909045319862,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,826,1000000,0.000826,0.0007706442213393424,0.0008842791832107825,two_sided_clopper_pearson_0.95,false,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,826,1000000,0.000826,0.0007706442213393424,0.0008842791832107825,two_sided_clopper_pearson_0.95,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.505,0.0050000000000000044,7003,1000000,999204,0,0,0,0,796,0,0,0,0,999204,0,796,796,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,710.2405786791226,0.0008250174829405983,-3.0835368482207657,0.9648280387499528,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,796,1000000,0.000796,0.0007416755577839972,0.0008532486512100333,two_sided_clopper_pearson_0.95,false,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,796,1000000,0.000796,0.0007416755577839972,0.0008532486512100333,two_sided_clopper_pearson_0.95,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.505,0.0050000000000000044,7004,1000000,999170,0,0,0,0,830,0,0,0,0,999170,0,830,830,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,710.3895665243963,0.0008250174829405983,-3.0835368482207657,1.0060392866362573,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,830,1000000,0.00083,0.0007745081381649526,0.000888415161708438,two_sided_clopper_pearson_0.95,false,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,830,1000000,0.00083,0.0007745081381649526,0.000888415161708438,two_sided_clopper_pearson_0.95,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.505,0.0050000000000000044,7005,1000000,999168,0,0,0,0,832,0,0,0,0,999168,0,832,832,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,710.2422596311054,0.0008250174829405983,-3.0835368482207657,1.0084634776883927,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,832,1000000,0.000832,0.0007764402198654749,0.0008904830278892034,two_sided_clopper_pearson_0.95,false,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,832,1000000,0.000832,0.0007764402198654749,0.0008904830278892034,two_sided_clopper_pearson_0.95,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.51,0.010000000000000009,7001,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,690.7658576174127,6.807099853133865e-07,-6.167037878696566,0.0,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.51,0.010000000000000009,7002,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,663.150665093464,6.807099853133865e-07,-6.167037878696566,0.0,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.51,0.010000000000000009,7003,1000000,999998,0,0,0,0,2,0,0,0,0,999998,0,2,2,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,685.2914949043485,6.807099853133865e-07,-6.167037878696566,2.938108802795417,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,2,1000000,2e-06,2.4220937031600326e-07,7.2246687944522814e-06,two_sided_clopper_pearson_0.95,false,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,2,1000000,2e-06,2.4220937031600326e-07,7.2246687944522814e-06,two_sided_clopper_pearson_0.95,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.51,0.010000000000000009,7004,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,668.743872847987,6.807099853133865e-07,-6.167037878696566,0.0,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.51,0.010000000000000009,7005,1000000,999999,0,0,0,0,1,0,0,0,0,999999,0,1,1,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,659.2872150148356,6.807099853133865e-07,-6.167037878696566,1.4690544013977085,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,1,1000000,1e-06,2.53178076637942e-08,5.571630655166939e-06,two_sided_clopper_pearson_0.95,false,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,1,1000000,1e-06,2.53178076637942e-08,5.571630655166939e-06,two_sided_clopper_pearson_0.95,false,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.55,0.050000000000000044,7001,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,138.08206603095874,1.4661592253735326e-31,-30.833818862610254,0.0,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.55,0.050000000000000044,7002,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,130.82084271355544,1.4661592253735326e-31,-30.833818862610254,0.0,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.55,0.050000000000000044,7003,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,150.00294390669623,1.4661592253735326e-31,-30.833818862610254,0.0,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.55,0.050000000000000044,7004,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,133.82656106728194,1.4661592253735326e-31,-30.833818862610254,0.0,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.55,0.050000000000000044,7005,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,147.73470015533383,1.4661592253735326e-31,-30.833818862610254,0.0,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
p2,libcxx,libc++,arm64,native,native,seed,CANDIDATE,false,double,0.6,0.09999999999999998,7001,1000000,1000000,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,true,0,NA,NA,NA,NA,0,0,0,0.0,0.0,nan,nan,68.97366529935401,2.1652773135878944e-62,-61.664486474346006,0.0,nan,NA,NA,nan,NA,NA,NA,true,7d6e05fbbf3cd9f864b265ffa6122b0ea4fd88757752dbc00ba634762d91b76b,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,0,1000000,0.0,0.0,2.9957277863923437e-06,one_sided_upper_0.95,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan,NA,NA,nan
